20	108	109
40	108	109
60	108	109
80	108	109
100	108	109
120	108	109
140	108	109
160	108	109
180	108	109
200	108	109
220	108	109
240	108	109
260	108	109
280	108	109
300	108	109
320	108	109
340	108	109
360	108	109
380	108	109
400	108	109
420	108	109
440	108	109
460	108	109
480	108	109
500	108	109
520	108	109
540	108	109
560	108	109
580	108	109
600	108	109
620	108	109
640	108	109
660	108	109
680	108	109
700	108	109
720	108	109
740	108	109
760	108	109
780	108	109
800	108	109
820	108	109
840	108	109
860	108	109
880	108	109
900	108	109
920	108	109
940	108	109
960	108	109
980	108	109
1000	108	109
1020	108	109
1040	108	109
1060	108	109
1080	108	109
1100	108	109
1120	108	109
1140	108	109
1160	108	109
1180	108	109
1200	108	109
1220	108	109
1240	108	109
1260	108	109
1280	108	109
1300	108	109
1320	108	109
1340	108	109
1360	108	109
1380	108	109
1400	108	109
1420	108	109
1440	108	109
1460	108	109
1480	108	109
1500	108	109
1520	108	109
1540	108	109
1560	108	109
1580	108	109
1600	108	109
1620	108	109
1640	108	109
1660	108	109
1680	108	109
1700	108	109
1720	108	109
1740	108	109
1760	108	109
1780	108	109
1800	108	109
1920	108	109
1940	108	109
1960	108	109
1980	108	109
2000	108	109
2020	108	109
2040	108	109
2060	108	109
2080	108	109
2100	108	109
2120	109	108
2140	26	52
2140	108	109
2160	108	109
2180	108	109
2200	109	108
2220	108	109
2240	108	109
2260	109	108
2280	108	109
2300	108	109
2320	108	109
2340	108	109
2360	108	109
2380	108	109
2400	108	109
2420	108	109
2440	108	109
2460	108	109
2480	108	109
2500	108	109
2520	108	109
2540	108	109
2560	108	109
2580	108	109
2600	108	109
2620	109	108
2640	108	109
2660	108	109
2680	108	109
2700	108	109
2720	108	109
2740	108	109
2760	108	109
2780	108	109
2800	108	109
2820	108	109
2840	108	109
2860	108	109
2880	108	109
2900	109	108
2920	108	109
2940	108	109
2960	108	109
2980	108	109
3000	108	109
3020	108	109
3040	108	109
3060	108	109
3080	108	109
3100	108	109
3120	108	109
3140	108	109
3160	108	109
3180	108	109
3200	108	109
3220	108	109
3240	108	109
3260	108	109
3280	108	109
3300	108	109
3320	108	109
3340	108	109
3360	108	109
3380	108	109
3400	108	109
3420	108	109
3440	108	109
3460	108	109
3480	108	109
3500	108	109
3520	108	109
3540	109	108
3560	108	109
3580	108	109
3600	108	109
3620	108	109
3640	108	109
3660	108	109
3680	108	109
3700	108	109
3700	26	52
3720	108	109
3720	26	52
3740	26	52
3740	109	108
3760	108	109
3780	108	109
3800	108	109
3820	108	109
3820	52	26
3840	108	109
3860	26	52
3860	108	109
3880	108	109
3880	52	26
3900	26	52
3900	109	108
3920	108	109
3940	108	109
3960	109	108
3980	109	108
4000	108	109
4020	108	109
4020	108	52
4020	52	109
4040	108	109
4060	108	26
4060	108	109
4080	108	26
4080	108	109
4100	108	109
4120	108	109
4140	108	109
4140	109	26
4160	26	108
4160	108	109
4180	26	108
4180	26	109
4180	109	108
4200	108	26
4200	108	109
4200	26	109
4220	108	26
4220	108	109
4240	109	108
4260	26	108
4260	26	109
4260	109	108
4280	108	26
4300	26	108
4320	109	52
4340	109	52
4380	108	26
4380	109	26
4400	26	108
4400	26	15
4420	26	108
4420	26	52
4440	26	108
4440	26	52
4440	26	15
4460	108	26
4500	26	108
4520	52	24
4520	24	26
4540	52	108
4540	52	26
4540	24	26
4540	26	108
4540	109	108
4560	52	108
4560	52	36
4580	52	36
4580	24	26
4600	52	26
4600	52	36
4600	26	108
4620	52	36
4620	52	24
4620	24	26
4620	36	26
4640	52	24
4640	52	36
4640	36	24
4640	24	108
4640	24	26
4660	52	36
4680	52	36
4680	108	26
4680	108	87
4700	87	108
4700	24	109
4700	108	52
4720	87	108
4720	87	26
4720	87	52
4720	24	109
4740	87	108
4740	87	26
4740	87	52
4740	108	26
4760	87	109
4760	87	52
4760	109	52
4780	52	109
4800	52	26
4800	52	109
4820	26	52
4840	52	109
4840	63	109
4860	52	25
4860	52	35
4860	25	108
4880	108	26
4880	108	25
4880	25	26
4880	52	35
4900	25	26
4900	25	109
4900	25	52
4900	26	109
4900	108	109
4900	35	52
4920	25	26
4920	26	52
4920	52	35
4940	25	52
4940	35	52
4960	26	52
4960	35	52
4980	52	26
4980	52	61
4980	52	35
4980	26	35
5000	91	52
5000	61	52
5000	61	63
5000	26	52
5000	26	63
5000	35	52
5020	63	26
5020	26	52
5020	65	52
5020	35	52
5040	65	52
5040	35	52
5060	65	52
5060	35	52
5080	65	35
5080	35	52
5100	35	52
5120	52	65
5120	52	35
5120	61	109
5120	26	6
5120	65	35
5140	6	26
5140	61	109
5140	35	52
5160	74	35
5160	26	52
5160	35	52
5180	74	52
5180	26	52
5180	26	35
5180	35	52
5200	74	26
5200	74	52
5200	26	52
5200	26	35
5200	35	52
5220	74	26
5220	74	52
5220	63	109
5220	26	52
5220	26	35
5220	35	52
5240	74	52
5240	74	35
5240	63	109
5240	35	52
5260	74	52
5260	63	109
5260	35	52
5280	52	74
5300	52	35
5320	74	62
5320	62	26
5340	26	52
5340	26	62
5340	35	52
5360	74	62
5380	52	26
5380	52	12
5380	12	104
5380	74	62
5380	104	26
5400	12	104
5400	26	52
5420	87	109
5420	26	64
5420	26	52
5420	12	52
5440	26	64
5440	109	91
5460	25	62
5460	26	64
5460	109	108
5480	25	62
5480	91	109
5480	43	52
5480	26	52
5480	64	52
5500	43	52
5500	52	64
5500	74	25
5500	91	109
5500	26	64
5520	43	52
5520	52	45
5520	91	109
5540	43	26
5540	43	52
5540	26	45
5540	26	52
5540	24	61
5540	45	52
5560	87	12
5560	26	45
5560	43	52
5560	45	52
5580	52	26
5580	52	43
5600	63	65
5600	43	52
5600	26	52
5620	52	43
5620	52	39
5640	52	43
5640	24	65
5660	104	91
5660	24	65
5660	61	109
5660	26	52
5680	24	65
5680	61	109
5680	109	65
5700	24	65
5720	52	26
5720	52	98
5720	26	98
5740	104	91
5740	6	61
5740	26	98
5740	26	52
5740	98	52
5760	52	26
5760	26	98
5780	52	98
5780	52	9
5780	26	98
5800	9	26
5800	9	98
5800	9	52
5800	26	98
5800	98	52
5820	52	26
5820	52	98
5820	26	98
5840	91	104
5860	19	26
5860	9	26
5860	9	52
5860	26	52
5880	52	26
5880	52	9
5880	52	19
5880	19	26
5880	3	26
5880	104	91
5900	52	3
5900	52	26
5900	19	26
5900	104	91
5920	52	26
5920	52	3
5920	19	26
5920	3	26
5940	52	3
5940	52	26
5940	3	26
5960	52	26
5960	52	3
5960	3	97
5960	104	91
5960	26	97
5980	3	97
5980	3	52
5980	26	97
5980	97	52
6000	3	98
6000	3	9
6000	97	26
6000	97	52
6000	97	23
6020	97	26
6020	97	52
6020	97	23
6020	23	52
6040	52	23
6080	52	26
6100	52	83
6120	26	83
6120	26	52
6120	83	52
6140	83	26
6140	26	52
6160	83	26
6160	87	61
6160	24	39
6160	26	52
6180	83	52
6180	87	61
6200	83	52
6200	83	63
6200	87	61
6220	87	61
6220	26	52
6240	87	25
6240	33	26
6240	33	52
6260	87	61
6260	33	26
6260	33	52
6280	33	26
6280	33	52
6300	87	61
6300	92	52
6300	33	26
6300	33	52
6300	26	52
6320	87	61
6320	92	52
6320	26	52
6340	50	26
6340	50	52
6340	52	92
6340	19	92
6340	92	26
6360	26	50
6360	50	52
6380	87	24
6380	40	26
6380	40	52
6380	26	50
6380	26	52
6380	50	52
6400	26	52
6400	40	52
6420	19	65
6420	40	52
6420	26	52
6440	40	52
6440	26	52
6460	91	87
6460	90	52
6460	34	52
6460	26	52
6480	90	52
6480	34	52
6480	26	52
6500	90	26
6500	90	52
6520	90	52
6520	26	52
6540	90	52
6540	26	52
6560	90	52
6580	90	65
6580	90	52
6600	85	26
6600	85	52
6600	90	65
6600	102	26
6600	102	52
6600	36	40
6620	85	52
6620	90	65
6620	102	26
6640	85	52
6640	90	65
6640	102	26
6640	102	52
6660	85	26
6660	85	52
6660	90	65
6660	26	52
6680	85	26
6680	85	52
6680	91	104
6680	26	52
6700	85	52
6700	109	52
6740	30	52
6760	91	104
6760	26	52
6760	26	30
6760	30	52
6780	12	109
6780	87	109
6780	107	52
6780	109	50
6780	30	52
6800	87	92
6800	107	26
6800	107	52
6800	30	52
6800	26	52
6820	79	26
6820	79	52
6820	87	98
6820	19	108
6820	26	52
6840	79	52
6840	87	104
6840	91	104
6840	26	52
6860	79	26
6860	79	50
6860	79	52
6860	87	104
6860	91	104
6860	108	26
6860	109	52
6860	26	52
6880	87	104
6880	89	26
6880	109	52
6880	108	26
6880	108	52
6900	89	112
6900	109	52
6900	108	26
6900	108	52
6900	108	112
6920	74	97
6920	87	91
6920	89	26
6920	89	52
6920	22	108
6920	112	108
6920	108	52
6940	89	108
6940	89	26
6940	89	52
6940	22	52
6940	106	108
6940	108	26
6940	108	52
6960	83	52
6960	89	108
6960	89	26
6960	106	108
6960	108	52
6980	26	89
6980	26	106
6980	89	108
6980	22	112
6980	106	108
6980	108	52
7000	74	97
7000	22	112
7000	106	52
7000	113	52
7020	74	62
7020	74	90
7020	22	106
7020	22	112
7020	106	26
7020	106	113
7020	106	52
7020	106	112
7020	97	62
7020	113	52
7020	26	41
7040	91	36
7040	91	63
7040	99	52
7040	26	41
7060	22	106
7060	106	112
7060	99	52
7060	26	41
7080	87	106
7080	26	52
7100	87	113
7100	87	33
7100	87	62
7100	91	62
7100	111	52
7100	26	52
7120	87	113
7120	87	62
7120	108	52
7120	111	26
7120	111	52
7120	26	52
7140	87	113
7140	90	63
7160	87	113
7160	87	62
7160	98	62
7160	110	52
7160	113	62
7160	62	65
7180	113	63
7200	8	52
7200	26	100
7200	26	52
7220	26	52
7220	26	100
7220	100	52
7240	74	62
7260	74	62
7260	59	26
7260	59	52
7260	90	106
7260	33	52
7280	80	52
7280	110	100
7300	80	52
7320	70	59
7320	80	52
7340	6	97
7340	26	14
7340	14	52
7340	108	52
7360	80	52
7360	14	26
7360	14	33
7380	70	59
7380	74	62
7380	108	52
7400	70	59
7400	80	87
7400	33	59
7400	108	52
7420	74	62
7420	26	82
7440	74	62
7440	90	65
7460	74	62
7460	26	82
7480	26	82
7480	90	52
7520	74	62
7520	90	52
7520	99	102
7520	102	39
7540	26	82
7540	90	52
7540	33	65
7560	82	26
7560	90	52
7560	33	65
7580	90	52
7600	90	52
7620	82	26
7620	87	52
7620	90	65
7660	61	62
7660	90	65
7660	91	113
7660	109	108
7660	14	62
7660	52	62
7680	74	52
7680	98	100
7680	108	52
7700	91	108
7700	26	95
7720	70	59
7720	90	65
7720	26	52
7720	26	95
7740	74	26
7740	19	61
7740	26	52
7740	108	52
7760	70	87
7760	87	112
7780	91	61
7780	106	26
7780	82	65
7800	70	59
7800	22	61
7800	22	91
7800	91	61
7800	109	111
7800	98	100
7820	70	36
7820	70	107
7820	22	91
7820	91	61
7820	36	59
7840	22	91
7840	41	63
7860	87	91
7860	22	91
7880	70	59
7880	87	91
7900	87	91
7900	110	100
7920	87	91
7940	74	15
7940	15	97
7940	15	107
7940	87	91
7940	100	110
7960	74	100
7960	87	91
7960	33	65
7980	70	59
7980	87	91
7980	41	63
8000	87	91
8020	3	9
8020	87	91
8040	70	59
8040	16	26
8040	87	91
8040	106	109
8060	70	59
8060	16	26
8080	16	26
8080	22	112
8100	70	59
8100	16	26
8100	22	112
8120	70	59
8140	74	61
