0.001026,0.001031,0.001027,0.001012,0.000988,0.000955,0.000914,0.000867,0.000814,0.000756
0.001066,0.001073,0.001068,0.001054,0.001029,0.000995,0.000953,0.000904,0.000849,0.000789
0.001099,0.001106,0.001102,0.001088,0.001063,0.001028,0.000985,0.000935,0.000878,0.000817
0.001123,0.001131,0.001128,0.001113,0.001089,0.001054,0.001010,0.000959,0.000901,0.000839
0.001139,0.001147,0.001145,0.001131,0.001106,0.001071,0.001027,0.000976,0.000918,0.000855
0.001145,0.001154,0.001152,0.001138,0.001114,0.001080,0.001036,0.000985,0.000926,0.000863
0.001142,0.001152,0.001150,0.001137,0.001113,0.001080,0.001037,0.000986,0.000928,0.000865
0.001130,0.001140,0.001139,0.001127,0.001104,0.001071,0.001029,0.000978,0.000922,0.000860
0.001108,0.001119,0.001118,0.001107,0.001085,0.001053,0.001012,0.000964,0.000908,0.000848
0.001079,0.001089,0.001090,0.001079,0.001058,0.001028,0.000988,0.000941,0.000888,0.000829
0.001041,0.001052,0.001053,0.001043,0.001024,0.000995,0.000957,0.000912,0.000860,0.000804
