0.001070,0.001078,0.001076,0.001063,0.001041,0.001009,0.000968,0.000920,0.000866,0.000807
0.001114,0.001123,0.001122,0.001109,0.001086,0.001053,0.001011,0.000962,0.000906,0.000845
0.001150,0.001161,0.001160,0.001147,0.001124,0.001091,0.001048,0.000997,0.000940,0.000877
0.001178,0.001190,0.001189,0.001177,0.001154,0.001121,0.001078,0.001026,0.000967,0.000903
0.001198,0.001210,0.001210,0.001199,0.001176,0.001142,0.001099,0.001047,0.000988,0.000923
0.001207,0.001220,0.001221,0.001211,0.001188,0.001155,0.001112,0.001060,0.001001,0.000936
0.001207,0.001221,0.001223,0.001213,0.001191,0.001159,0.001116,0.001065,0.001006,0.000941
0.001198,0.001212,0.001215,0.001206,0.001185,0.001153,0.001112,0.001061,0.001003,0.000939
0.001179,0.001194,0.001197,0.001189,0.001169,0.001139,0.001098,0.001049,0.000992,0.000929
0.001151,0.001166,0.001170,0.001163,0.001144,0.001115,0.001076,0.001029,0.000974,0.000913
0.001115,0.001130,0.001135,0.001129,0.001111,0.001084,0.001046,0.001001,0.000948,0.000889
